0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
15290;;читает;„»“ј“№;V ipf praes sg indic - 3p;;;всЄ , она _читает_ , клЄво ї;т;е;а;т;и;ч;V;„»“ј“№;V ipf praes sg indic - 3p;№
15291;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15292;;клЄво; Ћ≈¬џ…;A - - sg brev n -;;;она читает , _клЄво_ ї , ну;о;в;Є;л;к;;A; Ћ≈¬џ…;A - - sg brev n -;…
15293;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
15294;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15295;;ну;Ќ”;PART;;;клЄво ї , _ну_ она токо;у;н;;;;;PART;Ќ”;PART;”
15296;;она;ќЌј;SPRO sg 3p f nom;;;ї , ну _она_ токо;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15297;"<distinct form=""";;;;;;;;;;;;;;;;
15298;<dist>;токо;;;;;;;;;;;;;;;
15299;""">";;;;;;;;;;;;;;;;
15300;;только;“ќЋ№ ќ;PART;;;токо _только_ начинала ,;о;к;ь;л;о;т;PART;“ќЋ№ ќ;PART;ќ
15301;</distinct>;;;;;;;;;;;;;;;;
15302;;начинала;Ќј„»Ќј“№;V ipf praet sg indic f -;;;только _начинала_ , видимо ,;а;л;а;н;и;ч;V;Ќј„»Ќј“№;V ipf praet sg indic f -;№
15303;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15304;;видимо;¬»ƒ»ћќ;PARENTH;;;начинала , _видимо_ , ну ,;о;м;и;д;и;в;ADV;¬»ƒ»ћќ;ADV -;ќ
15305;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15306;;ну;Ќ”;PART;;;, видимо , _ну_ , пр€м;у;н;;;;;PART;Ќ”;PART;”
15307;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15308;"<distinct form=""";;;;;;;;;;;;;;;;
15309;<dist>;пр€м;;;;;;;;;;;;;;;
15310;""">";;;;;;;;;;;;;;;;
15311;;пр€мо;ѕ–яћќ;ADV -;;;пр€м _пр€мо_ клЄво .;о;м;€;р;п;;ADV;ѕ–яћќ;ADV -;ќ
15312;</distinct>;;;;;;;;;;;;;;;;
15313;;клЄво; Ћ≈¬џ…;A - - sg brev n -;;;пр€мо _клЄво_ .;о;в;Є;л;к;;A; Ћ≈¬џ…;A - - sg brev n -;…
15314;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15315;;;;;;;;;;;;;;;;;
15316;# sent = 1157;;;;;;;;;;;;;;;;
15317;;я;я;SPRO sg 1p - nom;;;. _я_ так порадовалась ,;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15318;;так;“ј ;ADV -;;;я _так_ порадовалась , что;к;а;т;;;;ADV;“ј ;ADV -; 
15319;;порадовалась;ѕќ–јƒќ¬ј“№—я;V pf praet sg indic f -;;;я так _порадовалась_ , что Е;ь;с;а;л;а;в;V;ѕќ–јƒќ¬ј“№—я;V pf praet sg indic f -;я
15320;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15321;;что;„“ќ;CONJ;;;так порадовалась , _что_ Е знакомые Е;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
15322;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15323;;знакомые;«Ќј ќћџ…;A - nom pl plen - -;;;, что Е _знакомые_ Е книги Е;е;ы;м;о;к;а;A;«Ќј ќћџ…;A - nom pl plen - -;…
15324;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15325;;книги; Ќ»√ј;S f inan nom pl;;;Е знакомые Е _книги_ Е люди интересуютс€;и;г;и;н;к;;S; Ќ»√ј;S f inan nom pl;ј
15326;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15327;;люди;„≈Ћќ¬≈ ;S m anim nom pl;;;Е книги Е _люди_ интересуютс€ , читают;и;д;ю;л;;;S;„≈Ћќ¬≈ ;S m anim nom pl; 
15328;;интересуютс€;»Ќ“≈–≈—ќ¬ј“№—я;V ipf praes pl indic - 3p;;;книги Е люди _интересуютс€_ , читают ,;€;с;т;ю;у;с;V;»Ќ“≈–≈—ќ¬ј“№—я;V ipf praes pl indic - 3p;я
15329;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15330;;читают;„»“ј“№;V ipf praes pl indic - 3p;;;люди интересуютс€ , _читают_ , вот .;т;ю;а;т;и;ч;V;„»“ј“№;V ipf praes pl indic - 3p;№
15331;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15332;;вот;¬ќ“;PART;;;, читают , _вот_ .;т;о;в;;;;PART;¬ќ“;PART;“
15333;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15334;;;;;;;;;;;;;;;;;
15335;# sent = 1158;;;;;;;;;;;;;;;;
15336;;Ќу;Ќ”;PART;;;. _Ќу_ там , с;у;н;;;;;PART;Ќ”;PART;”
15337;;там;“јћ;ADV -;;;Ќу _там_ , с ћишей;м;а;т;;;;ADV;“јћ;ADV -;ћ
15338;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15339;;с;—;PR;;;Ќу там , _с_ ћишей € познакомилась;с;;;;;;PR;—;PR;—
15340;;ћишей;ћ»Ўј;S m anim ins sg;;;там , с _ћишей_ € познакомилась тогда;й;е;ш;и;м;;S;ћ»Ўј;S m anim ins sg;ј
15341;;€;я;SPRO sg 1p - nom;;;, с ћишей _€_ познакомилась тогда ,;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15342;;познакомилась;ѕќ«Ќј ќћ»“№—я;V pf praet sg indic f -;;;с ћишей € _познакомилась_ тогда , кстати;ь;с;а;л;и;м;V;ѕќ«Ќј ќћ»“№—я;V pf praet sg indic f -;я
15343;;тогда;“ќ√ƒј;ADV -;;;ћишей € познакомилась _тогда_ , кстати ,;а;д;г;о;т;;ADV;“ќ√ƒј;ADV -;ј
15344;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15345;;кстати; —“ј“»;PARENTH;;;познакомилась тогда , _кстати_ , на втором;и;т;а;т;с;к;ADV; —“ј“»;ADV -;»
15346;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15347;;на;Ќј;PR;;;, кстати , _на_ втором разу Е;а;н;;;;;PR;Ќј;PR;ј
15348;;втором;¬“ќ–ќ…;ANUM - loc sg plen m -;;;кстати , на _втором_ разу Е разе;м;о;р;о;т;в;ANUM;¬“ќ–ќ…;A - loc sg plen m -;…
15349;;разу;–ј«;S m inan - sg;;;, на втором _разу_ Е разе Е;у;з;а;р;;;S;–ј«;S m inan - sg;«
15350;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15351;;разе;–ј«;S m inan loc sg;;;втором разу Е _разе_ Е не важно;е;з;а;р;;;S;–ј«;S m inan loc sg;«
15352;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15353;;не;Ќ≈;PART;;;Е разе Е _не_ важно .;е;н;;;;;PART;Ќ≈;PART;≈
15354;;важно;¬ј∆Ќџ…;A - - sg brev n -;;;разе Е не _важно_ .;о;н;ж;а;в;;A;¬ј∆Ќќ;ADV -;…
15355;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15356;;;;;;;;;;;;;;;;;
15357;# sent = 1159;;;;;;;;;;;;;;;;
15358;;ќн;ќЌ;SPRO sg 3p m nom;;;. _ќн_ Е по-моему ,;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
15359;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15360;;по-моему;ѕќ-ћќ≈ћ”;ADV -;;;ќн Е _по-моему_ , это всЄ-таки;у;м;е;о;м;-;ADV;ѕќ-ћќ≈ћ”;ADV -;”
15361;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15362;;это;Ё“ќ;SPRO n - nom sg;;;Е по-моему , _это_ всЄ-таки мишина была;о;т;э;;;;SPRO;Ё“ќ;S n - nom sg;ќ
15363;;всЄ-таки;¬—≈-“ј »;PART;;;по-моему , это _всЄ-таки_ мишина была иде€;и;к;а;т;-;Є;PART;¬—≈-“ј »;PART;»
15364;;мишина;ћ»Ў»Ќ;A f sg nom ;;;, это всЄ-таки _мишина_ была иде€ сунуть;а;н;и;ш;и;м;S;ћ»Ў»Ќј;S f inan nom sg;ј
15365;;была;Ѕџ“№;V ipf praet sg indic f -;;;это всЄ-таки мишина _была_ иде€ сунуть максов;а;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic f -;№
15366;;иде€;»ƒ≈я;S f inan nom sg;;;всЄ-таки мишина была _иде€_ сунуть максов журнал;€;е;д;и;;;S;»ƒ≈я;S f inan nom sg;я
15367;;сунуть;—”Ќ”“№;V pf - - inf - -;;;мишина была иде€ _сунуть_ максов журнал с;ь;т;у;н;у;с;V;—”Ќ”“№;V pf - - inf - -;№
15368;;максов;ћј —ќ¬;A m sg nom ;;;была иде€ сунуть _максов_ журнал с вуза;в;о;с;к;а;м;S;ћј —ќ¬;S m anim nom sg;¬
15369;;журнал;∆”–ЌјЋ;S m inan acc sg;;;иде€ сунуть максов _журнал_ с вуза ,;л;а;н;р;у;ж;S;∆”–ЌјЋ;S m inan acc sg;Ћ
15370;;с;—;PR;;;сунуть максов журнал _с_ вуза , чтобы;с;;;;;;PR;—;PR;—
15371;;вуза;¬”«;S m inan gen sg;;;максов журнал с _вуза_ , чтобы она;а;з;у;в;;;S;¬”«;S m inan gen sg;«
15372;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15373;;чтобы;„“ќЅџ;CONJ;;;с вуза , _чтобы_ она на нЄм;ы;б;о;т;ч;;CONJ;„“ќЅџ;CONJ;џ
15374;;она;ќЌј;SPRO sg 3p f nom;;;вуза , чтобы _она_ на нЄм тэгнулась;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15375;;на;Ќј;PR;;;, чтобы она _на_ нЄм тэгнулась .;а;н;;;;;PR;Ќј;PR;ј
15376;;нЄм;ќЌ;SPRO sg 3p m loc;;;чтобы она на _нЄм_ тэгнулась .;м;Є;н;;;;SPRO;ќЌ;SPRO sg 3p m loc;Ќ
15377;;тэгнулась;“Ё√Ќ”“№—я;V pf praet sg indic f -;;;она на нЄм _тэгнулась_ .;ь;с;а;л;у;н;V;“Ё√Ќ”“№—я;V pf praet sg indic f -;я
15378;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15379;;;;;;;;;;;;;;;;;
15380;# sent = 1160;;;;;;;;;;;;;;;;
15381;;ƒа;ƒј;PART;;;. _ƒа_ .;а;д;;;;;PART;ƒј;PART;ј
15382;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15383;;;;;;;;;;;;;;;;;
15384;# sent = 1161;;;;;;;;;;;;;;;;
15385;# speaker =  от;;;;;;;;;;;;;;;;
15386;# sent = 1162;;;;;;;;;;;;;;;;
15387;;ј;ј;CONJ;;;_ј_ , а ,;а;;;;;;CONJ;ј;S - - nonflex -;ј
15388;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15389;;а;ј;CONJ;;;ј , _а_ , она тоже;а;;;;;;CONJ;ј;CONJ;ј
15390;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15391;;она;ќЌј;SPRO sg 3p f nom;;;, а , _она_ тоже сама поугорала;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15392;;тоже;“ќ∆≈;PART;;;а , она _тоже_ сама поугорала така€;е;ж;о;т;;;PART;“ќ∆≈;PART;≈
15393;;сама;—јћ;A - nom sg plen f -;;;, она тоже _сама_ поугорала така€ .;а;м;а;с;;;A;—јћ;A - nom sg plen f -;ћ
15394;;поугорала;ѕќ”√ќ–ј“№;V ipf praet sg indic f -;;;она тоже сама _поугорала_ така€ .;а;л;а;р;о;г;V;ѕќ”√ќ–ј“№;V ipf praet sg indic f -;№
15395;;така€;“ј ќ…;APRO - nom sg plen f -;;;тоже сама поугорала _така€_ .;€;а;к;а;т;;APRO;“ј ќ…;A - nom sg plen f -;…
15396;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15397;;;;;;;;;;;;;;;;;
15398;# sent = 1163;;;;;;;;;;;;;;;;
15399;"<distinct form=""";;;;;;;;;;;;;;;;
15400;<dist>;¬още;;;;;;;;;;;;;;;
15401;""">";;;;;;;;;;;;;;;;
15402;;¬ообще;¬ќќЅў≈;PARENTH;;;¬още _¬ообще_ она клЄва€;е;щ;б;о;о;в;ADV;¬ќќЅў≈;ADV -;≈
15403;</distinct>;;;;;;;;;;;;;;;;
15404;;она;ќЌј;SPRO sg 3p f nom;;;¬ообще _она_ клЄва€ была;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15405;;клЄва€; Ћ≈¬џ…;A - nom sg plen f -;;;¬ообще она _клЄва€_ была пр€м;€;а;в;Є;л;к;A; Ћ≈¬џ…;A - nom sg plen f -;…
15406;;была;Ѕџ“№;V ipf praet sg indic f -;;;она клЄва€ _была_ пр€м;а;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic f -;№
15407;"<distinct form=""";;;;;;;;;;;;;;;;
15408;<dist>;пр€м;;;;;;;;;;;;;;;
15409;""">";;;;;;;;;;;;;;;;
15410;;пр€мо;ѕ–яћќ;ADV -;;;пр€м _пр€мо_ ,;о;м;€;р;п;;ADV;ѕ–яћќ;ADV -;ќ
15411;</distinct>;;;;;;;;;;;;;;;;
15412;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15413;"<distinct form=""";;;;;;;;;;;;;;;;
15414;<dist>;пр€м;;;;;;;;;;;;;;;
15415;""">";;;;;;;;;;;;;;;;
15416;;пр€мо;ѕ–яћќ;ADV -;;;пр€м _пр€мо_ клЄва€ .;о;м;€;р;п;;ADV;ѕ–яћќ;ADV -;ќ
15417;</distinct>;;;;;;;;;;;;;;;;
15418;;клЄва€; Ћ≈¬џ…;A - nom sg plen f -;;;пр€мо _клЄва€_ .;€;а;в;Є;л;к;A; Ћ≈¬џ…;A - nom sg plen f -;…
15419;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15420;;;;;;;;;;;;;;;;;
15421;# sent = 1164;;;;;;;;;;;;;;;;
15422;;Ќу;Ќ”;PART;;;. _Ќу_ она всегда клЄва€;у;н;;;;;PART;Ќ”;PART;”
15423;;она;ќЌј;SPRO sg 3p f nom;;;Ќу _она_ всегда клЄва€ ,;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15424;;всегда;¬—≈√ƒј;ADV -;;;Ќу она _всегда_ клЄва€ , просто;а;д;г;е;с;в;ADV;¬—≈√ƒј;ADV -;ј
15425;;клЄва€; Ћ≈¬џ…;A - nom sg plen m -;;;Ќу она всегда _клЄва€_ , просто Е;€;а;в;Є;л;к;A; Ћ≈¬џ…;A - nom sg plen m -;…
15426;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15427;;просто;ѕ–ќ—“ќ;PART;;;всегда клЄва€ , _просто_ Е € ,;о;т;с;о;р;п;PART;ѕ–ќ—“ќ;PART;ќ
15428;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15429;;€;я;SPRO sg 1p - nom;;;, просто Е _€_ , € так;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15430;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15431;;€;я;SPRO sg 1p - nom;;;Е € , _€_ так понимаю ,;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15432;;так;“ј ;ADV -;;;€ , € _так_ понимаю , вот;к;а;т;;;;ADV;“ј ;ADV -; 
15433;;понимаю;ѕќЌ»ћј“№;V ipf praes sg indic - 1p;;;, € так _понимаю_ , вот есть;ю;а;м;и;н;о;V;ѕќЌ»ћј“№;V ipf praes sg indic - 1p;№
15434;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15435;;вот;¬ќ“;PART;;;так понимаю , _вот_ есть вот —ильвестр;т;о;в;;;;PART;¬ќ“;PART;“
15436;;есть;Ѕџ“№;V ipf praes sg indic - 3p;;;понимаю , вот _есть_ вот —ильвестр ,;ь;т;с;е;;;V;Ѕџ“№;V ipf praes sg indic - 3p;№
15437;;вот;¬ќ“;PART;;;, вот есть _вот_ —ильвестр , да;т;о;в;;;;PART;¬ќ“;PART;“
15438;;—ильвестр;—»Ћ№¬≈—“–;S m anim nom sg;;;вот есть вот _—ильвестр_ , да ?;р;т;с;е;в;ь;S;—»Ћ№¬≈—“–;S m anim nom sg;–
15439;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15440;;да;ƒј;PART;;;вот —ильвестр , _да_ ? и;а;д;;;;;PART;ƒј;PART;ј
15441;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
15442;;и;»;CONJ;;;, да ? _и_ ть;и;;;;;;CONJ;»;CONJ;»
15443;"<distinct form=""";;;;;;;;;;;;;;;;
15444;<dist>;ть;;;;;;;;;;;;;;;
15445;""">";;;;;;;;;;;;;;;;
15446;;вот;¬ќ“;PART;;;ть _вот_ эти вс€кие;т;о;в;;;;PART;¬ќ“;PART;“
15447;</distinct>;;;;;;;;;;;;;;;;
15448;;эти;Ё“ќ“;APRO - nom pl plen - inan;;;вот _эти_ вс€кие Е там;и;т;э;;;;APRO;Ё“ќ“;A - acc pl plen - inan;“
15449;;вс€кие;¬—я »…;A - nom pl plen - inan;;;вот эти _вс€кие_ Е там ещЄ;е;и;к;€;с;в;A;¬—я »…;A - acc pl plen - inan;…
15450;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15451;;там;“јћ;ADV -;;;эти вс€кие Е _там_ ещЄ Е один;м;а;т;;;;ADV;“јћ;ADV -;ћ
15452;;ещЄ;≈ў≈;ADV -;;;вс€кие Е там _ещЄ_ Е один или;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
15453;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15454;;один;ќƒ»Ќ;ANUM - nom sg plen m -;;;там ещЄ Е _один_ или два человека;н;и;д;о;;;ANUM;ќƒ»Ќ;A - nom sg plen m -;Ќ
15455;;или;»Ћ»;CONJ;;;ещЄ Е один _или_ два человека ,;и;л;и;;;;CONJ;»Ћ»;CONJ;»
15456;;два;ƒ¬ј;NUM nom m inan;;;Е один или _два_ человека ,;а;в;д;;;;NUM;ƒ¬ј;NUM acc m inan;ј
15457;;человека;„≈Ћќ¬≈ ;S m anim gen sg;;;один или два _человека_ , ктры;а;к;е;в;о;л;S;„≈Ћќ¬≈ ;S m anim gen sg; 
15458;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15459;"<distinct form=""";;;;;;;;;;;;;;;;
15460;<dist>;ктры;;;;;;;;;;;;;;;
15461;""">";;;;;;;;;;;;;;;;
15462;;которые; ќ“ќ–џ…;APRO - nom pl plen - anim;;;ктры _которые_ с ней;е;ы;р;о;т;о;APRO; ќ“ќ–џ…;A - acc pl plen - inan;…
15463;</distinct>;;;;;;;;;;;;;;;;
15464;;с;—;PR;;;которые _с_ ней , ну;с;;;;;;PR;—;PR;—
15465;;ней;ќЌј;SPRO sg 3p f loc;;;которые с _ней_ , ну;й;е;н;;;;SPRO;ќЌј;SPRO sg 3p f loc;ј
15466;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15467;;ну;Ќ”;PART;;;с ней , _ну_ кбы;у;н;;;;;PART;Ќ”;PART;”
15468;"<distinct form=""";;;;;;;;;;;;;;;;
15469;<dist>;кбы;;;;;;;;;;;;;;;
15470;""">";;;;;;;;;;;;;;;;
15471;;как бы;как бы;PART;;;кбы _как бы_ , на;ы;б;;к;а;к;PART;как бы;ADV -;ы
15472;</distinct>;;;;;;;;;;;;;;;;
15473;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15474;;на;Ќј;PR;;;как бы , _на_ концерт ход€т ,;а;н;;;;;PR;Ќј;PR;ј
15475;;концерт; ќЌ÷≈–“;S m inan acc sg;;;, на _концерт_ ход€т , даже;т;р;е;ц;н;о;S; ќЌ÷≈–“;S m inan acc sg;“
15476;;ход€т;’ќƒ»“№;V ipf praes pl indic - 3p;;;, на концерт _ход€т_ , даже если;т;€;д;о;х;;V;’ќƒ»“№;V ipf praes pl indic - 3p;№
15477;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15478;;даже;ƒј∆≈;PART;;;концерт ход€т , _даже_ если она сольно;е;ж;а;д;;;PART;ƒј∆≈;PART;≈
15479;;если;≈—Ћ»;CONJ;;;ход€т , даже _если_ она сольно выступает;и;л;с;е;;;CONJ;≈—Ћ»;CONJ;»
15480;;она;ќЌј;SPRO sg 3p f nom;;;, даже если _она_ сольно выступает ,;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15481;;сольно;—ќЋ№Ќќ;ADV -;;;даже если она _сольно_ выступает , которые;о;н;ь;л;о;с;ADV;—ќЋ№Ќќ;ADV -;ќ
15482;;выступает;¬џ—“”ѕј“№;V ipf praes sg indic - 3p;;;если она сольно _выступает_ , которые решают;т;е;а;п;у;т;V;¬џ—“”ѕј“№;V ipf praes sg indic - 3p;№
15483;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15484;;которые; ќ“ќ–џ…;APRO - nom pl plen - -;;;сольно выступает , _которые_ решают вс€кие;е;ы;р;о;т;о;APRO; ќ“ќ–џ…;A - nom pl plen - -;…
15485;;решают;–≈Ўј“№;V ipf praes pl indic - 3p;;;выступает , которые _решают_ вс€кие тки;т;ю;а;ш;е;р;V;–≈Ўј“№;V ipf praes pl indic - 3p;№
15486;;вс€кие;¬—я »…;A - acc pl plen - inan;;;, которые решают _вс€кие_ тки;е;и;к;€;с;в;A;¬—я »…;A - acc pl plen - inan;…
15487;"<distinct form=""";;;;;;;;;;;;;;;;
15488;<dist>;тки;;;;;;;;;;;;;;;
15489;""">";;;;;;;;;;;;;;;;
15490;;такие;“ј ќ…;APRO - acc pl plen - inan;;;тки _такие_ дела ,;е;и;к;а;т;;APRO;“ј ќ…;A - acc pl plen - inan;…
15491;</distinct>;;;;;;;;;;;;;;;;
15492;;дела;ƒ≈Ћќ;S n inan acc sg;;;такие _дела_ , ну ,;а;л;е;д;;;S;ƒ≈Ћќ;S n inan gen sg;ќ
15493;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15494;;ну;Ќ”;PART;;;дела , _ну_ , скажем так;у;н;;;;;PART;Ќ”;PART;”
15495;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15496;;скажем;— ј«ј“№;V pf - pl imper - 1p;;;, ну , _скажем_ так , не то;м;е;ж;а;к;с;V;— ј«ј“№;V pf - pl imper - 1p;№
15497;;так;“ј ;ADV -;;;ну , скажем _так_ , не то чтобы;к;а;т;;;;ADV;“ј ;ADV -; 
15498;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15499;;не то;не то;CONJ;;;скажем так , _не то_ чтобы формальные ,;о;т;;е;н;;CONJ;не то;CONJ;о
15500;;чтобы;„“ќЅџ;CONJ;;;так , не то _чтобы_ формальные ,;ы;б;о;т;ч;;CONJ;„“ќЅџ;CONJ;џ
15501;;формальные;‘ќ–ћјЋ№Ќџ…;A - acc pl plen - -;;;, не то чтобы _формальные_ , ккие-то;е;ы;н;ь;л;а;A;‘ќ–ћјЋ№Ќџ…;A - nom pl plen - -;…
15502;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15503;"<distinct form=""";;;;;;;;;;;;;;;;
15504;<dist>;ккие-то;;;;;;;;;;;;;;;
15505;""">";;;;;;;;;;;;;;;;
15506;;какие-то; ј ќ…-“ќ;APRO - acc pl plen - inan;;;ккие-то _какие-то_ бюрократические ,;о;т;-;е;и;к;APRO; ј ќ…-“ќ;A - acc pl plen - inan;ќ
15507;</distinct>;;;;;;;;;;;;;;;;
15508;;бюрократические;Ѕё–ќ –ј“»„≈— »…;A - acc pl plen - inan;;;какие-то _бюрократические_ , там ,;е;и;к;с;е;ч;A;Ѕё–ќ –ј“»„≈— »…;A - acc pl plen - inan;…
15509;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15510;;там;“јћ;PARENTH;;;бюрократические , _там_ , прд;м;а;т;;;;ADV;“јћ;ADV -;ћ
15511;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15512;"<distinct form=""";;;;;;;;;;;;;;;;
15513;<dist>;прд;;;;;;;;;;;;;;;
15514;""">";;;;;;;;;;;;;;;;
15515;;продают;ѕ–ќƒј¬ј“№;V ipf praes pl indic - 3p;;;прд _продают_ диски и;т;ю;а;д;о;р;V;ѕ–ќƒј¬ј“№;V ipf praes pl indic - 3p;№
15516;</distinct>;;;;;;;;;;;;;;;;
15517;;диски;ƒ»— ;S m inan acc pl;;;продают _диски_ и так далее;и;к;с;и;д;;S;ƒ»— ;S m inan nom pl; 
15518;;и;»;CONJ;;;продают диски _и_ так далее ,;и;;;;;;CONJ;»;CONJ;»
15519;;так;“ј ;ADV -;;;диски и _так_ далее , след€т;к;а;т;;;;ADV;“ј ;ADV -; 
15520;;далее;ƒјЋ≈≈;ADV -;;;диски и так _далее_ , след€т за;е;е;л;а;д;;ADV;ƒјЋ≈≈;ADV -;≈
15521;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15522;;след€т;—Ћ≈ƒ»“№;V ipf praes pl indic - 3p;;;так далее , _след€т_ за этим всем;т;€;д;е;л;с;V;—Ћ≈ƒ»“№;V ipf praes pl indic - 3p;№
15523;;за;«ј;PR;;;далее , след€т _за_ этим всем ,;а;з;;;;;PR;«ј;PR;ј
15524;;этим;Ё“ќ;SPRO n - ins sg;;;, след€т за _этим_ всем , а;м;и;т;э;;;SPRO;Ё“ќ;S n - ins sg;ќ
15525;;всем;¬≈—№;APRO - acc pl plen - -;;;след€т за этим _всем_ , а ей;м;е;с;в;;;APRO;¬≈—№;A - dat pl plen - -;№
15526;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15527;;а;ј;CONJ;;;этим всем , _а_ ей [ нрзб;а;;;;;;CONJ;ј;CONJ;ј
15528;;ей;ќЌј;SPRO sg 3p f dat;;;всем , а _ей_ [ нрзб ];й;е;;;;;SPRO;ќЌј;SPRO sg 3p f dat;ј
15529;;[;[;PUNCT;;;;;;;;;;PUNCT;;;
15530;;нрзб;Ќ–«Ѕ;NONLEX;distort;;а ей [ _нрзб_ ] ,;б;з;р;н;;;NONLEX;Ќ–«Ѕ;NONLEX;Ѕ
15531;;];];PUNCT;;;;;;;;;;PUNCT;;;
15532;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15533;"<distinct form=""";;;;;;;;;;;;;;;;
15534;<dist>;кбы;;;;;;;;;;;;;;;
15535;""">";;;;;;;;;;;;;;;;
15536;;как бы;как бы;PART;;;кбы _как бы_ , ну;ы;б;;к;а;к;PART;как бы;ADV -;ы
15537;</distinct>;;;;;;;;;;;;;;;;
15538;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15539;;ну;Ќ”;PART;;;как бы , _ну_ , она поЄт;у;н;;;;;PART;Ќ”;PART;”
15540;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15541;;она;ќЌј;SPRO sg 3p f nom;;;, ну , _она_ поЄт , ну;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15542;;поЄт;ѕ≈“№;V ipf praes sg indic - 3p;;;ну , она _поЄт_ , ну ,;т;Є;о;п;;;V;ѕ≈“№;V ipf praes sg indic - 3p;№
15543;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15544;;ну;Ќ”;PART;;;она поЄт , _ну_ , и концерт;у;н;;;;;PART;Ќ”;PART;”
15545;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
